bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description,processed_text
550147,SWTBotToolbarDropDownButton#menuItem(...) very unreliable in Wayland,Technology,SWTBot,SWTBot,PC,Linux,NEW,,P3,normal,swtbottoolbardropdownbuttonmenuitem very unreliable in wayland,swtbottoolbardropdownbuttonmenuitem unreliable wayland
550148,Use action orientated label for closing events dialogs,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,FIXED,P3,normal,use action orientated label for closing events dialogs,use action orientate label closing event dialog
550149,Can't connect to update sites using basic auth,Eclipse Project,Equinox,p2,PC,Linux,NEW,,P3,normal,cant connect to update sites using basic auth,can not connect update site use basic auth
550150,UI freeze in NewKeysPreferencePage,Eclipse Project,Platform,UI,PC,Linux,RESOLVED,WONTFIX,P3,normal,ui freeze in newkeyspreferencepage,ui freeze newkeyspreferencepage
550151,"After opening a new Console, SWTKeyboardStrategy cannot type there",Technology,SWTBot,SWTBot,PC,Linux,NEW,,P3,normal,after opening a new console swtkeyboardstrategy cannot type there,open new console swtkeyboardstrategy type
550152,Port mylyn's ControlListViewer and ControlListItem to platform,Eclipse Project,Platform,UI,All,All,CLOSED,WONTFIX,P3,normal,port mylyns controllistviewer and controllistitem to platform,port mylyns controllistviewer controllistitem platform
550153,Don't hide breakpoint icons behind light bulb icons,Eclipse Project,Platform,Debug,All,All,VERIFIED,FIXED,P3,enhancement,dont hide breakpoint icons behind light bulb icons,do not hide breakpoint icon behind light bulb icon
550154,Use TableViewer in QuickAccessContents instead of Table,Eclipse Project,Platform,UI,PC,Linux,CLOSED,WONTFIX,P3,normal,use tableviewer in quickaccesscontents instead of table,use tableviewer quickaccesscontent instead table
550156,Performance regression in GenericPatternMatch positional accessors,Modeling,Viatra,Query,PC,Windows 10,RESOLVED,FIXED,P3,normal,performance regression in genericpatternmatch positional accessors,performance regression genericpatternmatch positional accessor
550157,What to do when a product-component bugs are not replied/attended to?,Eclipse Foundation,Community,Bugzilla,PC,Windows 10,RESOLVED,WORKSFORME,P3,major,what to do when a productcomponent bugs are not repliedattended to,productcomponent bug repliedattende
550158,Error caused when trying to call class methods,Eclipse Project,Platform,IDE,PC,Windows 8,CLOSED,WONTFIX,P3,major,error caused when trying to call class methods,error cause try call class method
550159,Update Liberty server adapter discovery update site URL for 2019-06,WebTools,WTP ServerTools,wst.server,PC,Mac OS X,RESOLVED,FIXED,P3,normal,update liberty server adapter discovery update site url for 201906,update liberty server adapter discovery update site url
550160,[code completion] StackOverflowError in code completion for inner classes within lambdas,Eclipse Project,JDT,Core,PC,Linux,NEW,,P3,major,code completion stackoverflowerror in code completion for inner classes within lambdas,code completion stackoverflowerror code completion inner class within lambda
550161,CSS in Jenkins job attached files,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,WONTFIX,P3,normal,css in jenkins job attached files,css jenkin job attach file
550163,Undesirable Markers From LSP4E,Technology,lsp4e,General,PC,Windows 7,CLOSED,DUPLICATE,P3,normal,undesirable markers from lsp4e,undesirable marker
550164,Failure exporting a feature for Java1.8 which has plugins requiring packages that are removed in Java-12,Eclipse Project,PDE,Build,PC,Windows 10,NEW,,P3,major,failure exporting a feature for java18 which has plugins requiring packages that are removed in java12,failure export feature plugin require package remove
550165,"Debugging is stuck when ""command abort"" occurs on step return",Tools,CDT,cdt-debug,PC,Linux,RESOLVED,FIXED,P3,normal,debugging is stuck when command abort occurs on step return,debug stuck command abort occur step return
550166,[language] Support contextual classes,Modeling,QVTd,Core,PC,Windows 10,NEW,,P3,normal,language support contextual classes,language support contextual class
550167,Multi-threaded object marking can give incorrect results on OOME,Tools,MAT,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,multithreaded object marking can give incorrect results on oome,multithreade object mark give incorrect result oome
550168,[pivot] Avoid inter-project URI navigation from deresolve,Modeling,OCL,Core,PC,Windows 10,RESOLVED,FIXED,P3,normal,pivot avoid interproject uri navigation from deresolve,pivot avoid interproject uri navigation deresolve
550169,"Improve Tychos handling of includeSource=""true"" in target definition",Eclipse Foundation,z_Archived,Tycho,All,All,RESOLVED,FIXED,P3,enhancement,improve tychos handling of includesourcetrue in target definition,improve tychos handle includesourcetrue target definition
550170,tycho-source-feature-plugin should by default ignore missing sources,Eclipse Foundation,z_Archived,Tycho,PC,Linux,CLOSED,WONTFIX,P3,enhancement,tychosourcefeatureplugin should by default ignore missing sources,tychosourcefeatureplugin default ignore miss source
550171,"tycho-p2-repository-plugin should provide an option ""includeSource""",Eclipse Foundation,z_Archived,Tycho,PC,Linux,CLOSED,WONTFIX,P3,enhancement,tychop2repositoryplugin should provide an option includesource,provide option includesource
550172,Source for feature not found if it is included as a subfeature,Eclipse Foundation,z_Archived,Tycho,PC,Linux,CLOSED,WONTFIX,P3,normal,source for feature not found if it is included as a subfeature,source feature find include subfeature
550173,Tycho should support real pomless builds,Eclipse Foundation,z_Archived,Tycho,All,All,CLOSED,DUPLICATE,P3,enhancement,tycho should support real pomless builds,tycho support real pomless build
550174,Changes in Formating profiles are thrown away after restarting eclipse,Tools,Oomph,Preferences Management,PC,Windows 10,RESOLVED,FIXED,P3,major,changes in formating profiles are thrown away after restarting eclipse,change format profile throw away restart eclipse
550175,MalformedURLException launching plugin JUnit test for debug,Eclipse Project,Equinox,Launcher,PC,Windows 10,NEW,,P3,normal,malformedurlexception launching plugin junit test for debug,malformedurlexception launch plugin junit test debug
550176,Named modules not picked up at runtime,Technology,Sisu,Inject,PC,Linux,NEW,,P3,normal,named modules not picked up at runtime,name module pick runtime
550177,Eclipse leaking memory,Tools,CDT,cdt-build,Macintosh,Mac OS X,CLOSED,INVALID,P3,critical,eclipse leaking memory,eclipse leak memory
550178,NPE when an invalid package is exported or opened,Eclipse Project,JDT,Core,PC,Mac OS X,RESOLVED,FIXED,P3,normal,npe when an invalid package is exported or opened,npe invalid package export open
550179,NoClassDefFoundError: org/eclipse/ui/quickaccess/IQuickAccessComputerExtension,Eclipse Project,Platform,UI,PC,Windows 10,CLOSED,INVALID,P3,normal,noclassdeffounderror orgeclipseuiquickaccessiquickaccesscomputerextension,noclassdeffounderror orgeclipseuiquickaccessiquickaccesscomputerextension
550180,Tests may fail with outdated document content,Eclipse Project,JDT,Core,PC,Linux,NEW,,P3,normal,tests may fail with outdated document content,test may fail outdated document content
550181,Java doc warning in the build I20190816-0155,Eclipse Project,Platform,UI,All,All,RESOLVED,FIXED,P3,normal,java doc warning in the build i201908160155,java doc warning build
550182,"Adding filter for API tools problem ""The re-exported type package.ClassName in PluginB_1.0.0 is no longer API"" doesn't work",Eclipse Project,PDE,API Tools,PC,Windows 7,VERIFIED,FIXED,P3,normal,adding filter for api tools problem the reexported type packageclassname in pluginb100 is no longer api doesnt work,add filter api tool problem reexporte type packageclassname long api do not work
550183,Eclipse only issues a warning for name collision but Javac reports an error,Eclipse Project,JDT,Core,PC,Mac OS X,RESOLVED,FIXED,P3,normal,eclipse only issues a warning for name collision but javac reports an error,eclipse issue warn name collision javac report error
550184,Eclipse 4.13 prerequisites for M3: ECF,Eclipse Project,Platform,Releng,All,All,RESOLVED,WONTFIX,P3,normal,eclipse 413 prerequisites for m3 ecf,eclipse prerequisite ecf
550185,Eclipse 4.13 prerequisites for RC1: EMF,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,eclipse 413 prerequisites for rc1 emf,eclipse prerequisite emf
550186,Eclipse 4.13 prerequisites for M3: Orbit,Eclipse Project,Platform,Releng,All,All,RESOLVED,FIXED,P3,normal,eclipse 413 prerequisites for m3 orbit,eclipse prerequisite orbit
550187,Class Cast exception when moving Class on Class Diagram,Modeling,Papyrus,Diagram,PC,Windows 10,NEW,,P3,normal,class cast exception when moving class on class diagram,class cast exception move class class diagram
550188,ApiAnalyzer flags false positive error due to extension point schema include,Eclipse Project,PDE,UI,PC,Windows 10,NEW,,P3,normal,apianalyzer flags false positive error due to extension point schema include,apianalyzer flag false positive error due extension point schema include
550189,Compatibility check prohibits installation,Technology,MPC,wizard,PC,Windows 10,CLOSED,WONTFIX,P3,normal,compatibility check prohibits installation,compatibility check prohibit installation
550190,org.eclipse.equinox.p2.artifact.checksums.bouncycastle has no src folder,Eclipse Project,Equinox,p2,PC,Windows 7,RESOLVED,FIXED,P3,normal,orgeclipseequinoxp2artifactchecksumsbouncycastle has no src folder,src folder
550191,"[Designer, Components] Fix issues in connector reification",Modeling,Papyrus,Designer,All,All,RESOLVED,FIXED,P3,normal,designer components fix issues in connector reification,designer component fix issue connector reification
550192,Speedup of static weaving processor when weaving in-place,EE4J,EclipseLink,JPA,PC,Windows 10,NEW,,P3,enhancement,speedup of static weaving processor when weaving inplace,speedup static weaving processor weaving inplace
550193,Activate Azure DevOps integration for eclipse/antenna github project,Eclipse Foundation,z_Archived,Antenna,PC,Linux,CLOSED,WONTFIX,P3,normal,activate azure devops integration for eclipseantenna github project,activate azure devop integration eclipseantenna github project
550194,Debug view collapses all content if hidden,Eclipse Project,Platform,Debug,PC,Linux,CLOSED,WONTFIX,P3,normal,debug view collapses all content if hidden,debug view collapse content hide
550195,Reduce wait time in runtime process termination,Eclipse Project,Platform,Debug,All,All,RESOLVED,FIXED,P3,normal,reduce wait time in runtime process termination,reduce wait time runtime process termination
550196,org.eclipse.tycho.p2.impl.publisher.P2GeneratorImpl.getProductFiles(File) should ignore polyglot files,Eclipse Foundation,z_Archived,Tycho,All,All,RESOLVED,FIXED,P3,normal,orgeclipsetychop2implpublisherp2generatorimplgetproductfilesfile should ignore polyglot files,ignore polyglot file
550197,UI freeze in JavaOutlineInformationControl,Eclipse Project,JDT,UI,PC,Linux,RESOLVED,FIXED,P3,normal,ui freeze in javaoutlineinformationcontrol,ui freeze javaoutlineinformationcontrol
550198,Enabling Google Analytics for the OpenJ9 project,Eclipse Foundation,Community,Hosted Services Privacy and Acceptable Usage Policy,PC,Mac OS X,NEW,,P3,normal,enabling google analytics for the openj9 project,enable google analytic project
550199,New JACC maven coordinates,Eclipse Foundation,Community,CI-Jenkins,PC,Mac OS X,CLOSED,FIXED,P3,normal,new jacc maven coordinates,new jacc maven coordinate
550200,"""Dirty"" flag appears when opening PDF file",Eclipse Project,Platform,IDE,PC,Windows 10,CLOSED,WONTFIX,P3,normal,dirty flag appears when opening pdf file,dirty flag appear open pdf file
550201,"[Passage] provide tutorial ""Create Licensed RCP""",Technology,Passage,General,All,All,RESOLVED,FIXED,P3,critical,passage provide tutorial create licensed rcp,passage provide tutorial create license rcp
550202,[Py4J] Large integers throw when used in script shell,Technology,Ease,Engines,All,All,CLOSED,FIXED,P3,normal,py4j large integers throw when used in script shell,large integer throw use script shell
550203,[API Analysis application] Exceptions return success,Eclipse Project,PDE,API Tools,All,All,VERIFIED,FIXED,P3,major,api analysis application exceptions return success,api analysis application exception return success
550204,Performance#assertPerformanceInRelativeBand should be static,Eclipse Project,Platform,IDE,PC,All,RESOLVED,WORKSFORME,P3,normal,performanceassertperformanceinrelativeband should be static,performanceassertperformanceinrelativeband static
550205,Use varargs in Evaluator#setAssertCheckers,Eclipse Project,Platform,IDE,PC,Linux,RESOLVED,WORKSFORME,P3,normal,use varargs in evaluatorsetassertcheckers,use varargs evaluatorsetassertchecker
